ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
210000764,"03/17/2021, 5:38:00 pm","03/24/2021, 1:36:12 am",PALO ALTO,CA,94301,LYTTON AV & COWPER ST,RMS: TRAFFIC/SUSPENDED LICENSE,Traffic,TRAFFIC/SUSPENDED LICENSE</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-17 10:38:00
210000779,"03/18/2021, 10:38:00 pm","03/24/2021, 1:36:16 am",PALO ALTO,CA,94301,1 Block ENCINA AV,RMS: PENAL CODE/DISOBEY COURT ORDER,Quality of Life,PENAL CODE/DISOBEY COURT ORDER</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-18 15:38:00
210000800,"03/20/2021, 5:47:00 pm","03/24/2021, 1:36:25 am",EAST PALO ALTO,CA,94303,UNIVERSITY AV & WOODLAND AV,RMS: TRAFFIC/SUSPENDED LICENSE,Traffic,TRAFFIC/SUSPENDED LICENSE</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-20 10:47:00
210000803,"03/20/2021, 8:43:00 pm","03/24/2021, 1:36:26 am",PALO ALTO,CA,94303,2000 Block E BAYSHORE RD,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-20 13:43:00
210000816,"03/21/2021, 10:16:00 pm","03/24/2021, 1:36:31 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: N&D/POSSESSION,Quality of Life,N&D/POSSESSION</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-21 15:16:00
210000819,"03/22/2021, 4:41:00 am","03/24/2021, 1:36:33 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 21:41:00
210000820,"03/22/2021, 1:00:00 am","03/24/2021, 1:36:33 am",PALO ALTO,CA,94301,400 Block BRYANT ST,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 06:00:00
210000821,"03/22/2021, 3:30:00 pm","03/24/2021, 1:36:34 am",PALO ALTO,CA,94301,500 Block WAVERLEY ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 08:30:00
210000822,"03/22/2021, 2:55:00 pm","03/24/2021, 1:36:34 am",PALO ALTO,CA,94301,200 Block WAVERLEY ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 07:55:00
210000823,"01/08/2021, 7:00:00 pm","03/24/2021, 1:36:34 am",PALO ALTO,CA,94301,1200 Block UNIVERSITY AV,RMS: IDENTITY THEFT/FRAUD,Proactive Policing,IDENTITY THEFT/FRAUD</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 11:00:00
210000826,"03/22/2021, 3:00:00 am","03/24/2021, 1:36:35 am",PALO ALTO,CA,94306,300 Block MARGARITA AV,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 13:43:00
210000825,"03/22/2021, 6:30:00 pm","03/24/2021, 1:36:35 am",PALO ALTO,CA,94303,NEWELL RD & EMBARCADERO RD,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 11:43:00
210000829,"03/21/2021, 6:00:00 pm","03/24/2021, 1:36:36 am",PALO ALTO,CA,94301,100 Block EMBARCADERO RD,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-22 14:55:00
210000830,"03/22/2021, 11:05:00 pm","03/24/2021, 1:36:36 am",PALO ALTO,CA,94301,1 Block ENCINA AV,RMS: CRIMINAL THREATS,Other,CRIMINAL THREATS</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-22 19:00:00
210000813,"03/20/2021, 7:00:00 am","03/23/2021, 9:46:52 am",PALO ALTO,CA,94301,300 Block HOMER AV,RMS: HATE CRIME/VANDALISM,Proactive Policing,HATE CRIME/VANDALISM</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 10:10:00
210000814,"03/21/2021, 8:54:00 pm","03/23/2021, 9:46:53 am",PALO ALTO,CA,94306,3900 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-21 13:54:00
210000815,"03/21/2021, 9:00:00 pm","03/23/2021, 9:46:53 am",PALO ALTO,CA,94301,200 Block FOREST AV,RMS: F&W/DISPOSAL REQUEST,Other,F&W/DISPOSAL REQUEST</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 14:22:00
210000817,"03/21/2021, 11:52:00 pm","03/23/2021, 9:46:54 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: FAMILY VIOLENCE/MISC,Other,FAMILY VIOLENCE/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 17:45:00
210000818,"03/22/2021, 12:07:00 am","03/23/2021, 9:46:55 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-21 17:07:00
210000807,"03/21/2021, 4:58:00 am","03/23/2021, 9:46:49 am",PALO ALTO,CA,94303,E BAYSHORE RD & EMBARCADERO RD,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-20 21:58:00
210000809,"03/21/2021, 5:51:00 am","03/23/2021, 9:46:49 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-20 22:51:00
210000810,"03/21/2021, 6:53:00 am","03/23/2021, 9:46:50 am",PALO ALTO,CA,94301,HIGH ST & UNIVERSITY AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-20 23:53:00
210000811,"03/21/2021, 7:41:00 am","03/23/2021, 9:46:51 am",PALO ALTO,CA,94301,200 Block FOREST AV,RMS: ANIMAL/MISC,Proactive Policing,ANIMAL/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-21 00:41:00
210000795,"03/20/2021, 4:01:00 am","03/23/2021, 1:26:52 am",PALO ALTO,CA,94301,400 Block BRYANT ST,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 21:01:00
210000796,"03/20/2021, 4:43:00 am","03/23/2021, 1:26:52 am",PALO ALTO,CA,94301,200 Block UNIVERSITY AV,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-19 21:43:00
210000799,"03/20/2021, 1:53:00 pm","03/23/2021, 1:26:52 am",PALO ALTO,CA,94301,300 Block EVERETT AV,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 07:15:00
210000801,"03/19/2021, 9:45:00 pm","03/23/2021, 1:26:52 am",PALO ALTO,CA,94306,600 Block SAN ANTONIO RD,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 10:59:00
210000802,"03/20/2021, 8:14:00 pm","03/23/2021, 1:26:52 am",PALO ALTO,CA,94301,UNIVERSITY AV & GUINDA ST,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-20 13:14:00
210000804,"03/14/2021, 10:30:00 pm","03/23/2021, 1:26:52 am",PALO ALTO,CA,94306,400 Block SHERIDAN AV,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 14:45:00
210000805,"03/12/2021, 12:30:00 pm","03/23/2021, 1:26:53 am",PALO ALTO,CA,94301,2200 Block COWPER ST,RMS: BURGLARY ATTEMPT/RESIDENTIAL,Breaking & Entering,BURGLARY ATTEMPT/RESIDENTIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 16:45:00
210000806,"03/21/2021, 4:21:00 am","03/23/2021, 1:26:53 am",PALO ALTO,CA,94301,400 Block CHANNING AV,RMS: ELDER ABUSE/PHYSICAL,Other,ELDER ABUSE/PHYSICAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-20 21:21:00
210000789,"03/19/2021, 9:20:00 pm","03/23/2021, 1:27:25 am",STANFORD,CA,94305,PALO RD & PALM DR,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-19 14:20:00
210000791,"03/19/2021, 10:20:00 pm","03/23/2021, 1:27:25 am",PALO ALTO,CA,94301,1100 Block MIDDLEFIELD RD,RMS: THEFT GRAND/SCAM,Theft,THEFT GRAND/SCAM</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 15:20:00
210000793,"03/19/2021, 7:10:00 pm","03/23/2021, 1:27:26 am",PALO ALTO,CA,94304,800 Block WELCH RD,RMS: VEHICLE/STOLEN,Theft of Vehicle,VEHICLE/STOLEN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 16:35:00
210000785,"03/19/2021, 6:45:00 am","03/23/2021, 1:27:24 am",PALO ALTO,CA,94306,GRANT AV & EL CAMINO REAL,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-18 23:45:00
210000786,"03/19/2021, 8:00:00 am","03/23/2021, 1:27:25 am",PALO ALTO,CA,94306,2400 Block ASH ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-19 03:44:00
210000759,"03/17/2021, 2:57:00 pm","03/23/2021, 1:27:17 am",PALO ALTO,CA,94301,EMERSON ST & UNIVERSITY AV,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 07:58:00
210000766,"03/03/2021, 7:00:00 am","03/23/2021, 1:27:19 am",PALO ALTO,CA,94306,700 Block ARASTRADERO RD,RMS: SEX CRIME/MISC,Sexual Offense,SEX CRIME/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 11:45:00
210000768,"03/17/2021, 8:50:00 pm","03/23/2021, 1:27:19 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: THEFT GRAND/SHOPLIFT,Theft,THEFT GRAND/SHOPLIFT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 14:00:00
210000774,"03/18/2021, 1:06:00 pm","03/23/2021, 1:27:21 am",PALO ALTO,CA,94303,LOUIS RD & EMBARCADERO RD,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-18 06:06:00
210000782,"03/19/2021, 4:04:00 am","03/23/2021, 1:27:24 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-18 21:04:00
210000784,"03/19/2021, 4:51:00 am","03/23/2021, 1:27:24 am",PALO ALTO,CA,94301,FLORENCE ST & LYTTON AV,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 21:51:00
210000781,"03/19/2021, 3:37:00 am","03/20/2021, 1:29:03 am",PALO ALTO,CA,94301,1 Block UNIVERSITY AV,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-18 20:37:00
210000601,"03/01/2021, 3:00:00 pm","03/20/2021, 1:27:51 am",PALO ALTO,CA,94303,2200 Block BLOCK E BAYSHORE RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-01 08:22:00
210000707,"03/12/2021, 6:35:00 pm","03/20/2021, 1:28:21 am",PALO ALTO,CA,94303,CHANNING AV & NEWELL RD,RMS: ASSAULT WITH DEADLY WEAPON,Assault,ASSAULT WITH DEADLY WEAPON</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 11:35:00
210000711,"03/12/2021, 1:00:00 am","03/20/2021, 1:28:24 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 19:55:00
210000758,"03/17/2021, 2:34:00 pm","03/20/2021, 1:28:52 am",PALO ALTO,CA,94301,500 Block WEBSTER ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 07:34:00
210000765,"03/17/2021, 6:06:00 pm","03/20/2021, 1:28:54 am",PALO ALTO,CA,94303,700 Block MONTROSE AV,RMS: PENAL CODE/POSSESS BURG TOOLS,Property Crime,PENAL CODE/POSSESS BURG TOOLS</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-17 11:06:00
210000772,"03/18/2021, 9:59:00 am","03/20/2021, 1:28:58 am",PALO ALTO,CA,94303,2000 Block BLOCK E BAYSHORE RD,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-18 02:59:00
210000773,"03/18/2021, 1:00:00 am","03/20/2021, 1:28:59 am",PALO ALTO,CA,94301,400 Block BRYANT ST,RMS: VANDALISM/MISD GRAFFITI,Property Crime,VANDALISM/MISD GRAFFITI</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 05:50:00
210000775,"03/18/2021, 3:00:00 pm","03/20/2021, 1:28:59 am",PALO ALTO,CA,94301,100 Block ALMA ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 08:00:00
210000776,"03/18/2021, 3:41:00 pm","03/20/2021, 1:29:00 am",PALO ALTO,CA,94301,FLORENCE ST & LYTTON AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-18 08:41:00
210000778,"03/18/2021, 7:28:00 pm","03/20/2021, 1:29:02 am",PALO ALTO,CA,94301,500 Block RAMONA ST,RMS: SEX CRIME/INDECENT EXPOSURE,Sexual Offense,SEX CRIME/INDECENT EXPOSURE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 12:33:00
210000780,"03/18/2021, 11:56:00 pm","03/20/2021, 1:29:02 am",PALO ALTO,CA,94303,2000 Block EDGEWOOD DR,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 16:56:00
210000777,"03/18/2021, 6:34:00 pm","03/20/2021, 1:29:01 am",PALO ALTO,CA,.,UNIVERSITY AV,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-18 11:34:00
218000195,"03/16/2021, 10:00:00 pm","03/19/2021, 9:12:27 am",PALO ALTO,CA,94301,1 Block EMBARCADERO RD,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-16 20:51:00
218000196,"02/17/2021, 5:00:00 pm","03/19/2021, 9:12:27 am",PALO ALTO,CA,94303,TRANSPORT ST & COMMERCIAL ST,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 13:07:00
218000193,"03/16/2021, 5:20:00 pm","03/19/2021, 9:12:26 am",PALO ALTO,CA,94303,800 Block AMES AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-16 10:43:00
218000194,"02/28/2021, 11:00:00 pm","03/19/2021, 9:12:27 am",PALO ALTO,CA,94303,900 Block EL CAJON WAY,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-06 15:47:00
210000573,"02/25/2021, 5:30:00 pm","03/19/2021, 1:46:52 am",PALO ALTO,CA,94301,200 Block LYTTON AV,RMS: DUI ADULT/MISC,Traffic,DUI ADULT/MISC</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-02-25 10:30:00
210000697,"02/19/2021, 7:01:00 am","03/19/2021, 1:47:19 am",PALO ALTO,CA,94306,3000 Block MIDDLEFIELD RD,RMS: CHILD ABUSE/NEGLECT,Other,CHILD ABUSE/NEGLECT</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-26 18:28:00
210000708,"02/12/2021, 7:00:00 am","03/19/2021, 1:47:25 am",PALO ALTO,CA,94306,400 Block E CHARLESTON RD,RMS: ELDER ABUSE/FINANCIAL,Other,ELDER ABUSE/FINANCIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 14:14:00
210000728,"03/14/2021, 6:10:00 am","03/19/2021, 1:47:39 am",PALO ALTO,CA,94306,4200 Block MCKELLAR LN,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 23:19:00
210000747,"03/16/2021, 4:00:00 am","03/19/2021, 1:47:55 am",PALO ALTO,CA,94303,3900 Block MIDDLEFIELD RD,RMS: ROBBERY/ARMED,Robbery,ROBBERY/ARMED</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-15 21:10:00
210000757,"03/17/2021, 9:16:00 am","03/19/2021, 1:48:02 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: PENAL CODE/TRESPASS,Property Crime,PENAL CODE/TRESPASS</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-17 02:44:00
210000763,"03/17/2021, 3:30:00 pm","03/19/2021, 1:48:04 am",PALO ALTO,CA,94306,300 Block PARKSIDE DR,RMS: IDENTITY THEFT/MISC.,Proactive Policing,IDENTITY THEFT/MISC.</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 09:38:00
210000767,"03/17/2021, 6:47:00 pm","03/19/2021, 1:48:05 am",PALO ALTO,CA,94306,3900 Block EL CAMINO REAL,RMS: MISSING ADULT/LOCATE,Other,MISSING ADULT/LOCATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 11:47:00
210000770,"03/17/2021, 11:02:00 pm","03/19/2021, 1:48:06 am",PALO ALTO,CA,94301,200 Block FOREST AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-17 16:02:00
210000771,"03/18/2021, 2:00:00 am","03/19/2021, 1:48:06 am",PALO ALTO,CA,94301,300 Block HAMILTON AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-17 19:00:00
218000189,"03/16/2021, 1:30:00 am","03/19/2021, 1:48:16 am",PALO ALTO,CA,94306,1 Block CHURCHILL AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-15 20:50:00
210000746,"03/16/2021, 3:30:00 am","03/18/2021, 12:06:47 am",PALO ALTO,CA,94303,SAN ANTONIO RD & E CHARLESTON RD,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-15 20:30:00
210000748,"03/16/2021, 1:06:00 pm","03/18/2021, 12:06:47 am",PALO ALTO,CA,94306,EL CAMINO REAL & MATADERO AV,RMS: N&D/PARAPHERNALIA,Quality of Life,N&D/PARAPHERNALIA</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-16 06:06:00
210000749,"03/16/2021, 1:10:00 pm","03/18/2021, 12:06:48 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>ARREST/BOOKEDReport Date: 2021-03-16 06:15:00
210000751,"03/16/2021, 6:40:00 pm","03/18/2021, 12:06:48 am",PALO ALTO,CA,94301,1100 Block BRYANT ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-16 11:40:00
210000752,"03/16/2021, 7:08:00 pm","03/18/2021, 12:06:48 am",PALO ALTO,CA,94303,3200 Block MADDUX DR,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-16 12:08:00
210000755,"03/17/2021, 12:29:00 am","03/18/2021, 12:06:49 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: THEFT PETTY/SHOPLIFT,Theft,THEFT PETTY/SHOPLIFT</br><b>Disposition: </b>MISD. CITATIONReport Date: 2021-03-16 17:29:00
218000184,"03/12/2021, 6:05:00 am","03/18/2021, 12:06:58 am",PALO ALTO,CA,94306,2800 Block MIDDLEFIELD RD,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 16:23:00
218000185,"03/14/2021, 12:33:00 am","03/18/2021, 12:07:00 am",PALO ALTO,CA,94301,ALMA ST & EMBARCADERO RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-13 20:03:00
218000186,"03/13/2021, 2:30:00 am","03/18/2021, 12:07:01 am",PALO ALTO,CA,94306,BIRCH ST & CALIFORNIA AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-14 16:07:00
218000187,"03/13/2021, 1:00:00 am","03/18/2021, 12:07:03 am",PALO ALTO,CA,94301,UNIVERSITY AV & ALMA ST,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-14 17:26:00
218000188,"03/11/2021, 9:00:00 pm","03/18/2021, 12:07:04 am",PALO ALTO,CA,94301,1100 Block LINCOLN AV,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-15 09:48:00
218000191,"02/02/2021, 9:05:00 pm","03/18/2021, 12:07:05 am",PALO ALTO,CA,94301,800 Block UNIVERSITY AV,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-15 14:23:00
218000192,"03/03/2021, 8:25:00 pm","03/18/2021, 12:07:07 am",PALO ALTO,CA,94304,100 Block MOSHER WAY,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-15 12:32:00
210000731,"03/14/2021, 7:00:00 pm","03/18/2021, 12:06:43 am",DUBLIN,CA,94568,11600 Block ESTRELLA CT,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-14 12:00:00
210000743,"03/15/2021, 9:00:00 pm","03/18/2021, 12:06:46 am",PALO ALTO,CA,94306,600 Block ARASTRADERO RD,RMS: MISSING JUVENILE/LOCATE,Other,MISSING JUVENILE/LOCATE</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-15 14:00:00
218000181,"03/08/2021, 8:00:00 am","03/18/2021, 12:06:53 am",PALO ALTO,CA,94301,700 Block ALMA ST,RMS: BURGLARY/AUTO,Theft from Vehicle,BURGLARY/AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-10 16:24:00
218000183,"03/11/2021, 11:25:00 pm","03/18/2021, 12:06:57 am",PALO ALTO,CA,94303,2700 Block MIDTOWN CT,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-12 12:47:00
210000494,"02/19/2021, 12:23:00 am","03/18/2021, 12:05:55 am",PALO ALTO,CA,94301,100 Block UNIVERSITY AV,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADEReport Date: 2021-02-18 17:23:00
218000173,"03/09/2021, 9:41:00 pm","03/18/2021, 12:06:49 am",PALO ALTO,CA,94303,900 Block E MEADOW DR,RMS: THEFT GRAND/BIKE/BIKE PARTS,Theft,THEFT GRAND/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 19:08:00
218000174,"03/06/2021, 10:01:00 pm","03/18/2021, 12:06:49 am",PALO ALTO,CA,94303,800 Block E CHARLESTON RD,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-06 16:33:00
218000175,"03/10/2021, 1:45:00 am","03/18/2021, 12:06:50 am",PALO ALTO,CA,94306,CAMBRIDGE AV & EL CAMINO REAL,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 19:37:00
218000176,"03/08/2021, 3:10:00 am","03/18/2021, 12:06:50 am",PALO ALTO,CA,94303,SAN ANTONIO RD & LEGHORN ST,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 20:21:00
218000177,"03/10/2021, 2:00:00 am","03/18/2021, 12:06:51 am",PALO ALTO,CA,94301,800 Block EL CAMINO REAL,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADEReport Date: 2021-03-09 21:56:00
