PK,CCR,HIERARCHY,INCIDENTTIME,incident_year,incident_month,incident_day_of_week,incident_time_12hr,incident_hour,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
249260417,21059677,18,2021-04-08T15:18:00Z,2021,April,Thursday,03:18 PM,03 PM,"200 Block N St Clair St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1201,9,2,-79.9278215675803,40.4639678315678
247726502,21046402,99,2021-03-19T16:40:00Z,2021,March,Friday,04:40 PM,04 PM,"900 Block Pennsylvania Ave Pittsburgh, PA 15233",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2206,6,1,-80.0193034773682,40.4557104233328
248286594,21050820,6,2021-03-26T11:00:00Z,2021,March,Friday,11:00 AM,11 AM,"Wood St & 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0003943098738,40.44074746368
248320299,21051187,3,2021-03-26T21:30:00Z,2021,March,Friday,09:30 PM,09 PM,"Lecky Ave & Malden St Pittsburgh, PA 15233",N,Manchester,1,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle. / 2705 Recklessly Endangering Another Person. / 903 Criminal Conspiracy.,2107,1,1,-80.0345005881184,40.4746368587103
248325080,21051228,26,2021-03-26T22:57:00Z,2021,March,Friday,10:57 PM,10 PM,"5800 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL TRESPASS,3503 Criminal Trespass,1408,5,3,-79.9228937991796,40.4369753018973
248325126,21051377,99,2021-03-27T02:50:00Z,2021,March,Saturday,02:50 AM,02 AM,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1403,5,3,-79.9228071341134,40.4379109890663
248362658,21051890,15,2021-03-27T20:21:00Z,2021,March,Saturday,08:21 PM,08 PM,"Brighton Rd & Acacia Ln Pittsburgh, PA 15212",Y,Brighton Heights,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 4914(A) False Identification to Law Enforcement / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2703,1,1,-80.0311600349733,40.4797339799795
248380059,21052178,10,2021-03-28T06:25:00Z,2021,March,Sunday,06:25 AM,06 AM,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats.,201,6,6,-80.0016237646793,40.4417809547139
248462705,21053003,27,2021-03-29T08:00:00Z,2021,March,Monday,08:00 AM,08 AM,"2000 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9844658958601,40.4516605660999
248477995,21053344,0,2021-03-30T04:30:00Z,2021,March,Tuesday,04:30 AM,04 AM,"7500 Block Upland St Pittsburgh, PA 15208",Y,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.8900472627149,40.4607717719534
247767713,21047042,11,2021-03-20T16:30:00Z,2021,March,Saturday,04:30 PM,04 PM,"1500 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT BY DECEPTION,4120 Identity Theft / 3922 Theft by Deception. / 9124 Drug Investigation / 9999 (Misc. Crime): Acquisition of a Controlled Substance by Misrepresentation under Title 35 Pa.C.S. 780-113(a)(12),103,6,3,-79.9851088918861,40.437656106431
247860063,21047591,10,2021-03-21T15:56:00Z,2021,March,Sunday,03:56 PM,03 PM,"1200 Block Oxford St Pittsburgh, PA 15205",Y,Westwood,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment. / 5503 Disorderly Conduct.,2811,2,5,-80.0465728820315,40.4340694104058
248176456,21049840,99,2021-03-24T23:10:00Z,2021,March,Wednesday,11:10 PM,11 PM,"E Warrington Ave & Arlington Ave Pittsburgh, PA 15210",N,Allentown,OSC,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.992328438651,40.4218162331279
249295592,21058865,0,2021-04-07T12:39:00Z,2021,April,Wednesday,12:39 PM,12 PM,"40 Block Grape St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident):,3001,3,5,-79.9898995270008,40.412985067564
249336472,21060421,99,2021-04-09T09:20:00Z,2021,April,Friday,09:20 AM,09 AM,"200 Block Lothrop St Pittsburgh, PA 15213",N,West Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,402,8,3,-79.9609286975283,40.4422470230786
249339420,21060387,99,2021-04-09T12:59:00Z,2021,April,Friday,12:59 PM,12 PM,"5100 Block Schenley Ave Pittsburgh, PA 15224",N,Garfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1016,9,2,-79.941368542329,40.4714160582213
249344122,21060515,99,2021-04-09T17:03:00Z,2021,April,Friday,05:03 PM,05 PM,"100 Block Panther Hollow Rd Pittsburgh, PA 15207",Y,Central Oakland,4,FOUND PROPERTY,9489 Found Property,405,5,3,-79.9462797453841,40.4348508386979
249362516,21060690,6,2021-04-09T21:04:00Z,2021,April,Friday,09:04 PM,09 PM,"500 Block Kohne St Pittsburgh, PA 15210",Y,St. Clair,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1606,3,3,-79.9737208258132,40.4109202264283
247748208,21046769,10,2021-03-20T04:28:00Z,2021,March,Saturday,04:28 AM,04 AM,"40 Block Elliott St Pittsburgh, PA 15220",Y,Elliott,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3736 Reckless Driving,2020,2,5,-80.0307579358003,40.4440368591269
248256845,21050510,10,2021-03-25T23:35:00Z,2021,March,Thursday,11:35 PM,11 PM,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701 Simple Assault.,509,6,3,-79.9742739984904,40.4496143418734
249420598,21061777,99,2021-04-11T10:51:00Z,2021,April,Sunday,10:51 AM,10 AM,"Pressley St & Kilday Way Pittsburgh, PA 15212",N,East Allegheny,1,DRUG INVESTIGATION,9124 Drug Investigation,2304,1,1,-79.9995514770276,40.4519265837938
249425369,21061851,6,2021-04-11T02:00:00Z,2021,April,Sunday,02:00 AM,02 AM,"1900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.9789683022639,40.4284737765025
249428709,21061874,99,2021-04-11T14:15:00Z,2021,April,Sunday,02:15 PM,02 PM,"3400 Block Delaware St Pittsburgh, PA 15214",N,Perry North,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2607,1,1,-80.0106821842715,40.4822517327022
249445786,21062103,6,2021-04-11T21:28:00Z,2021,April,Sunday,09:28 PM,09 PM,"4100 Block Gittens St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.0463210511941,40.4842809926947
249446501,21058528,3,2021-04-07T00:15:00Z,2021,April,Wednesday,12:15 AM,12 AM,"1200 Block Berkshire Ave Pittsburgh, PA 15226",Y,Beechview,6,ROBBERY,3701 Robbery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,1918,4,5,-80.0155057957246,40.3890583301547
249447510,21062232,10,2021-04-12T02:24:00Z,2021,April,Monday,02:24 AM,02 AM,"200 Block Mathews Ave Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2902 Unlawful Restraint.",3001,3,5,-79.9907563706088,40.4138306571046
247732801,21046554,0,2021-03-19T20:41:00Z,2021,March,Friday,08:41 PM,08 PM,"1000 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident):,2814,2,5,-80.0523889725174,40.4458030669122
248073689,21049262,99,2021-03-24T05:17:00Z,2021,March,Wednesday,05:17 AM,05 AM,"5800 Block Douglas St Pittsburgh, PA 15217",N,Squirrel Hill South,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1408,5,3,-79.9230474977707,40.432808009713
248122273,21049476,10,2021-03-24T13:20:00Z,2021,March,Wednesday,01:20 PM,01 PM,"1600 Block Buena Vista St Pittsburgh, PA 15212",Y,Central North Side,1,HARRASSMENT,2709 Harassment (Non-Specific),2503,6,1,-80.0147426618349,40.4581586859976
248177192,21049836,10,2021-03-24T23:05:00Z,2021,March,Wednesday,11:05 PM,11 PM,"1200 Block Brighton Rd Pittsburgh, PA 15233",N,Central North Side,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2206,1,1,-80.0147991841905,40.4546367215774
248246420,21050337,99,2021-03-25T17:24:00Z,2021,March,Thursday,05:24 PM,05 PM,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.992041845149,40.4653596489546
248334826,21051450,6,2021-03-27T06:30:00Z,2021,March,Saturday,06:30 AM,06 AM,"200 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.999714719076,40.4379014438903
248337229,21051452,6,2021-03-27T08:00:00Z,2021,March,Saturday,08:00 AM,08 AM,"First Ave & Boulevard of the Allies Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.9987561404077,40.4372357828818
248339379,21051453,14,2021-03-27T08:00:00Z,2021,March,Saturday,08:00 AM,08 AM,"First Ave & Boulevard of the Allies Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.9987561404077,40.4372357828818
248344690,21051547,27,2021-03-27T11:00:00Z,2021,March,Saturday,11:00 AM,11 AM,"2100 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.9788497781225,40.4692653644444
249268628,21059770,99,2021-04-08T17:11:00Z,2021,April,Thursday,05:11 PM,05 PM,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,709,8,2,-79.9364516460773,40.4565706706801
249271886,21059788,0,2021-04-08T17:50:00Z,2021,April,Thursday,05:50 PM,05 PM,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,627.02(b)(i) Possessing a small amount of marijuana,1919,4,5,-80.0236345649749,40.3962210607594
249276962,21059857,6,2021-04-08T18:54:00Z,2021,April,Thursday,06:54 PM,06 PM,"400 Block Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),3001,3,5,-79.9891288578756,40.4132526275658
249339978,21060406,26,2021-04-09T13:34:00Z,2021,April,Friday,01:34 PM,01 PM,"200 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,CRIMINAL TRESPASS,3503 Criminal Trespass,1406,9,3,-79.8946852312523,40.4457464624101
249349601,21060434,9,2021-04-09T14:56:00Z,2021,April,Friday,02:56 PM,02 PM,"1200 Block Steuben St Pittsburgh, PA 15220",Y,Crafton Heights,6,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 4914 False Identification to Law Enforcement Authorities / 7728 Accidents and Accident Reports.",2814,2,5,-80.0469414979735,40.4411099438201
249350406,21060074,3,2021-04-09T02:05:00Z,2021,April,Friday,02:05 AM,02 AM,"200 Block Reifert St Pittsburgh, PA 15210",Y,Knoxville,3,ROBBERY OF MOTOR VEHICLE,3702 Limitations on Backing. / 3743 Accidents Involving Damage to Attended Veh. or Property / 4107(b)(2) Vehicle Equipment Standards / 3714 Careless Driving / 4107(b)(2) Vehicle Equipment Standards / 3709 Dep. Waste and Other Material,3001,3,5,-79.9921143140098,40.4081378138273
247741409,21046740,99,2021-03-20T02:08:00Z,2021,March,Saturday,02:08 AM,02 AM,"100 Block Conniston Ave Pittsburgh, PA 15210",N,Bon Air,3,MENTAL 201/302,9498 302 (Mental),1806,4,5,-79.999499465626,40.4104632555582
247804017,21047398,99,2021-03-21T04:28:00Z,2021,March,Sunday,04:28 AM,04 AM,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,LOST PROPERTY,9504 Lost Property,1115,9,2,-79.9187492267927,40.4610531897644
248060058,21049026,99,2021-03-23T20:13:00Z,2021,March,Tuesday,08:13 PM,08 PM,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",N,Central Oakland,4,AIDED CASE,9497 Aided Case,405,3,3,-79.9571772829244,40.4349932684621
248122181,21049477,26,2021-03-24T13:55:00Z,2021,March,Wednesday,01:55 PM,01 PM,"700 Block Mc Lain St Pittsburgh, PA 15210",N,Allentown,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1803,3,5,-79.9958385034292,40.4242109104584
248533385,21053701,23,2021-03-30T16:21:00Z,2021,March,Tuesday,04:21 PM,04 PM,"700 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9998563743372,40.4424457459566
-3465102285,21054035,5,2021-03-31T02:30:00Z,2021,March,Wednesday,02:30 AM,02 AM,"2700 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2902,4,3,-79.9780810989249,40.3843384056868
248061410,21049059,0,2021-03-23T09:56:00Z,2021,March,Tuesday,09:56 AM,09 AM,"5100 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,99,9093 Indirect Criminal Contempt,1016,9,2,-79.9402687476206,40.4702788907497
248093242,21049344,26,2021-03-24T09:51:00Z,2021,March,Wednesday,09:51 AM,09 AM,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1702,3,3,-79.976432641371,40.4303408118696
248244136,21050336,10,2021-03-25T17:00:00Z,2021,March,Thursday,05:00 PM,05 PM,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a) Harassment. / 13(a)(16) Possession of Controlled Substance / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2715,1,1,-80.0311081190629,40.4757891815702
248258400,21050547,18,2021-03-25T21:44:00Z,2021,March,Thursday,09:44 PM,09 PM,"7200 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,1302,9,2,-79.8962697960688,40.4573889155008
248311826,21051061,99,2021-03-26T17:56:00Z,2021,March,Friday,05:56 PM,05 PM,"Hamilton Ave & Brushton Ave Pittsburgh, PA 15221",Y,Homewood South,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1304,9,2,-79.8891937412148,40.4527333267436
248324846,21051348,27,2021-03-27T01:35:00Z,2021,March,Saturday,01:35 AM,01 AM,"Forbes Ave & Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.9569743849769,40.4415718153633
249392391,21061258,0,2021-04-10T14:00:00Z,2021,April,Saturday,02:00 PM,02 PM,"40 Block Waldorf St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident):,2602,1,1,-80.0178798955456,40.4911603831585
249394840,21061325,6,2021-04-10T17:15:00Z,2021,April,Saturday,05:15 PM,05 PM,"500 Block Sampsonia St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.0123727863111,40.4569746607639
249400163,21061419,6,2021-04-10T19:30:00Z,2021,April,Saturday,07:30 PM,07 PM,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1406,9,3,-79.8946501120966,40.4449344379555
249401698,21061443,10,2021-04-10T21:00:00Z,2021,April,Saturday,09:00 PM,09 PM,"1200 Block Wareman Ave Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2709 Harassment (Non-Specific),1918,4,5,-80.0133733399155,40.3907707674311
249406161,21061495,0,2021-04-01T20:00:00Z,2021,April,Thursday,08:00 PM,08 PM,"1300 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,99,9999 9999 - (Misc. Incident):,2406,1,1,-79.9881504320466,40.4592609697616
249407761,21061496,27,2021-04-10T23:30:00Z,2021,April,Saturday,11:30 PM,11 PM,"Banksville Rd & Crane Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1916,2,5,-80.0299214550342,40.415918579881
249409253,21061497,26,2021-04-10T23:00:00Z,2021,April,Saturday,11:00 PM,11 PM,"1700 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2902,4,3,-79.9878010755448,40.3986265739945
248053301,21048945,10,2021-03-23T16:25:00Z,2021,March,Tuesday,04:25 PM,04 PM,"1300 Block Pointview St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1203,9,2,-79.8984915302512,40.4666177190917
248053319,21048885,4,2021-03-23T16:25:00Z,2021,March,Tuesday,04:25 PM,04 PM,"1300 Block Pointview St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,2702 Aggravated Assault.,1203,9,2,-79.8984915302512,40.4666177190917
248312748,21051122,10,2021-03-26T19:00:00Z,2021,March,Friday,07:00 PM,07 PM,"500 Block Francis St Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,501,6,3,-79.9674943439785,40.4471403898624
248331406,21051301,5,2021-03-27T00:40:00Z,2021,March,Saturday,12:40 AM,12 AM,"200 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.9594184918264,40.4397624058088
249457484,21062295,6,2021-04-12T06:40:00Z,2021,April,Monday,06:40 AM,06 AM,"Living  Pl & Bakery Square  Blvd Pittsburgh, PA 15206",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,708,8,2,-79.9159035811335,40.4556753806821
249463463,21062323,6,2021-04-12T07:50:00Z,2021,April,Monday,07:50 AM,07 AM,"3200 Block Niagara Sq Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9604312147515,40.4339267078699
249468745,21062349,6,2021-04-09T17:00:00Z,2021,April,Friday,05:00 PM,05 PM,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,509,6,3,-79.9694237641349,40.4520111564206
249471486,21062373,6,2021-04-12T09:30:00Z,2021,April,Monday,09:30 AM,09 AM,"2500 Block Library Rd Pittsburgh, PA 15234",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3207,4,5,-79.9964550948278,40.3820866108699
249472815,21062379,6,2021-04-11T23:30:00Z,2021,April,Sunday,11:30 PM,11 PM,"3700 Block Hiawatha St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2701,1,1,-80.0452044295591,40.4811224439641
249482454,21062435,0,2021-04-12T09:26:00Z,2021,April,Monday,09:26 AM,09 AM,"Kosciusko Way & Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): Parking Complaint,1608,3,3,-79.9704120582083,40.424189114577
249503753,21062461,6,2021-04-12T12:05:00Z,2021,April,Monday,12:05 PM,12 PM,"7700 Block Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2705 Recklessly Endangering Another Person. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1405,9,3,-79.893871347431,40.4463971633631
249518144,21062592,0,2021-04-12T16:00:00Z,2021,April,Monday,04:00 PM,04 PM,"100 Block The Boulevard Pittsburgh, PA 15210",N,Carrick,3,99,9093 Indirect Criminal Contempt,2902,4,3,-79.9885327676151,40.400913424534
249529902,21062782,10,2021-04-12T22:04:00Z,2021,April,Monday,10:04 PM,10 PM,"1200 Block Dickson St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.0280790451795,40.470214299751
248106324,21049132,20,2021-03-24T12:00:00Z,2021,March,Wednesday,12:00 PM,12 PM,"100 Block Millbridge St Pittsburgh, PA 15210",N,Allentown,3,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,1803,3,5,-79.9958297289367,40.421752426669
248345893,21051581,14,2021-03-27T11:15:00Z,2021,March,Saturday,11:15 AM,11 AM,"700 Block Fifth Ave Pittsburgh, PA 15219",N,Bluff,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,6,-79.9933558206602,40.4387724574267
248348011,21051624,27,2021-03-27T13:00:00Z,2021,March,Saturday,01:00 PM,01 PM,"1800 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,,,-79.9825675379506,40.4175146594678
